character name,channel id,first message url,Your,active
Billy Kaplan
Erik Lehnsherr
Erik Lehnsherr,864568821447524392,https://discord.com/channels/768235062545350659/864568821447524392/865271791643394049,Your,False
Billy Kaplan,864568821447524392,https://discord.com/channels/768235062545350659/864568821447524392/865271796961247262,Their,False
Billy Kaplan,https://discord.com/channels/768235062545350659/864568793169920010/865565984475185162
Erik Lehnsherr,https://discord.com/channels/768235062545350659/864568793169920010/865566316475580437
